FID_,COMID,EVENTDATE,REACHCODE,REACHSMDAT,REACHRESOL,FEATURECOM,FEATURECLA,SOURCE_ORI,SOURCE_DAT,SOURCE_FEA,FEATUREDET,MEASURE,OFFSET,EVENTTYPE,AGENCY_CD,STATION_NM,STATE_CD,STATE,SITESTATUS,DA_SQ_MILE,LON_SITE,LAT_SITE,LON_NHD,LAT_NHD,NHD2GAGE_D,REVIEWED,BFIYRS,BFI_AVE,BFI_STDEV,GOTBFI,DAY1,DAYN,NDAYS,NDAYSGT0,MIN_,P1,P5,P10,P20,P25,P30,P40,P50,P60,P70,P75,P80,P90,P95,P99,MAX_,AVE,STDEV_,GOTQ,HUC,HUC_REG,SUBREGION,ACCOUNTING
NA,0,11/21/2006 0:00:00,17110017000052,NA,medium,0,0,"USGS, Water Resources Division",NA,12059800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12059800,97.400994,0,StreamGage,USGS,"SOUTH FORK SKOKOMISH RIVER NEAR HOODSPORT, WA",53,WA,I,26,-123.416276,47.445645,-123.416503,47.445556,19.828,Y,7,0.545,0.049,1,19631001,19700930,2557,2557,28,30,40,52,92,117,141,176,210,260,329,374,426.8,634,888,1644.2,3240,304.767,318.86,1,17110017,17,1711,171100
NA,0,11/21/2006 0:00:00,17010302000038,NA,medium,0,0,"USGS, Water Resources Division",NA,12413360,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12413360,45.950487,0,StreamGage,USGS,EF PINE CREEK ABV GILBERT CR NEAR PINEHURST ID,16,ID,A,-999999,-116.175441,47.440199,-116.175788,47.440162,26.651,Y,4,0.524,0.044,1,19991201,20040930,1766,1766,0.38,0.43,0.48,0.53,0.68,0.76,0.89,1.5,2.5,3.9,6.59,9,12,21,33,69.65,189,7.757,13.513,1,17010302,17,1701,170103
NA,0,11/21/2006 0:00:00,17110013000365,NA,medium,0,0,"USGS, Water Resources Division",NA,12113349,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12113349,9.271094,0,StreamGage,USGS,"MILL CREEK NEAR MOUTH AT ORILLIA, WA",53,WA,A,6.03,-122.241788,47.43871,-122.24134,47.438514,40.31,Y,9,0.343,0.039,1,19940225,20030930,3505,3505,0.66,0.91,1.2,1.4,2.1,2.5,3.1,4.9,7.2,10,15,19,23,40,58,104.94,323,15.436,23.206,1,17110013,17,1711,171100
NA,0,11/21/2006 0:00:00,17010212000324,NA,medium,0,0,"USGS, Water Resources Division",NA,12378500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12378500,89.635505,0,StreamGage,USGS,Post Cr at Fitzpatrick's Ranch nr Ronan MT,30,MT,I,28.4,-114.041588,47.436741,-114.040704,47.436864,68.475,Y,4,0.688,0.174,1,19060921,19110509,1692,1692,16,20,22,25,28,31,32,38,41,52,63,78,95,196,271.75,807,2800,88.709,179.118,1,17010212,17,1701,170102
NA,0,11/21/2006 0:00:00,17110012000022,NA,medium,0,0,"USGS, Water Resources Division",NA,12143800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12143800,1.414028,0,StreamGage,USGS,"RATTLESNAKE LAKE AT CEDAR FALLS, WA",53,WA,I,1.86,-121.775942,47.427324,-121.770063,47.435447,1002.343,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17110010000812,NA,medium,0,0,"USGS, Water Resources Division",NA,12143700,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12143700,82.67433,0,StreamGage,USGS,"BOXLEY CREEK NEAR CEDAR FALLS, WA",53,WA,A,1.57,-121.75233,47.432602,-121.752357,47.432605,2.051,Y,58,0.826,0.092,1,19450901,20030930,21214,21157,0,0.17,0.59,1.2,3.1,4.6,6.6,11,16,22,30,35,42,59,75,100,177,23.75,24.419,1,17110010,17,1711,171100
NA,0,11/21/2006 0:00:00,17110013000133,NA,medium,0,0,"USGS, Water Resources Division",NA,12113346,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12113346,89.665971,0,StreamGage,USGS,"SPRING BROOK CREEK AT ORILLIA, WA",53,WA,A,8.44,-122.227621,47.431211,-122.227661,47.431171,5.325,Y,10,0.436,0.081,1,19931001,20030930,3652,3652,0.66,1.1,1.9,2.3,2.9,3.1,3.5,4.2,5.3,7.1,9.4,11,14,23,35.35,73,303,10.4,15.577,1,17110013,17,1711,171100
NA,0,11/21/2006 0:00:00,17020013000257,NA,medium,0,0,"USGS, Water Resources Division",NA,12465500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12465500,86.473402,0,StreamGage,USGS,"WILSON CREEK AT WILSON CREEK, WA",53,WA,I,427,-119.103904,47.430423,-119.103813,47.430385,8.076,Y,20,0.086,0.121,1,19510201,19730930,7547,965,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,37,397,4920,14.219,114.076,1,17020013,17,1702,170200
NA,0,11/21/2006 0:00:00,17020011000521,NA,medium,0,0,"USGS, Water Resources Division",NA,12461400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12461400,96.706905,0,StreamGage,USGS,"MISSION CREEK ABOVE SAND CREEK NEAR CASHMERE, WA",53,WA,I,39.8,-120.506744,47.429846,-120.506927,47.43013,34.284,Y,12,0.703,0.055,1,19590101,19770923,4688,4688,0.81,1.5,1.9,2.3,2.9,3.3,3.8,5,7.2,10,15,17,21,33,45,80,226,13.533,16.388,1,17020011,17,1702,170200
NA,0,11/21/2006 0:00:00,17020011000522,NA,medium,0,0,"USGS, Water Resources Division",NA,12461500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12461500,5.666595,0,StreamGage,USGS,"SAND CREEK NEAR CASHMERE, WA",53,WA,I,18.6,-120.508133,47.429846,-120.507995,47.429649,24.151,Y,2,0.609,0.053,1,19540520,19560930,865,865,0.5,0.5,0.6,0.8,1,1.1,1.2,1.5,2.3,3.3,5.32,7,10,22,46.7,118.02,190,9.204,20.55,1,17020011,17,1702,170200
NA,0,11/21/2006 0:00:00,17010213000245,NA,medium,0,0,"USGS, Water Resources Division",NA,12389000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12389000,82.773017,0,StreamGage,USGS,Clark Fork near Plains MT,30,MT,A,19958,-114.855966,47.429656,-114.856468,47.429267,57.435,Y,94,0.85,0.067,1,19101001,20040930,34334,34334,3200,4620,5690,6500,8050,8800,9680,11400,13100,15200,17700,20500,25400,44150,62400,91465,133000,19510.451,18248.965,1,17010213,17,1701,170102
NA,0,11/21/2006 0:00:00,17010302000022,NA,medium,0,0,"USGS, Water Resources Division",NA,12413400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12413400,73.134604,0,StreamGage,USGS,WF PINE CREEK NR PINEHURST ID,16,ID,I,10.8,-116.298221,47.424918,-116.298263,47.424602,35.018,Y,4,0.608,0.063,1,19661211,19710930,1755,1755,2.2,2.4,2.68,3.2,4.6,5.8,7.3,11,15,20,28,34,46,98,156,281,407,35.487,55.006,1,17010302,17,1701,170103
NA,0,11/21/2006 0:00:00,17010211000142,NA,medium,0,0,"USGS, Water Resources Division",NA,12369200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12369200,71.366746,0,StreamGage,USGS,Swan River near Condon MT,30,MT,I,69.1,-113.670921,47.422435,-113.670974,47.42242,4.387,Y,20,0.733,0.058,1,19721001,19920930,7305,7305,18,22,30,35,42,46,50,60,74,99,157,209.5,269,426,544,825.94,1460,159.479,181.68,1,17010211,17,1701,170102
NA,0,11/21/2006 0:00:00,17010212000323,NA,medium,0,0,"USGS, Water Resources Division",NA,12379000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12379000,18.543256,0,StreamGage,USGS,Post Cr at Deschamp's Ranch nr Ronan MT,30,MT,I,29.7,-114.06857,47.419415,-114.067655,47.419539,70.778,Y,0,0,0,0,19110401,19111111,225,225,16,19,22,30.4,32,32,32,50,55,74,128,128,160,294,345,510,546,106.609,108.222,1,17010212,17,1701,170102
NA,0,11/21/2006 0:00:00,17020011000143,NA,medium,0,0,"USGS, Water Resources Division",NA,12456500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12456500,56.12247,0,StreamGage,USGS,"CHIWAWA RIVER NEAR PLAIN, WA",53,WA,A,170,-120.662316,47.837346,-120.661231,47.837982,107.766,Y,31,0.77,0.047,1,19110529,20030930,11374,11374,45,65,80,90,110,121,132,159,205,282,458,628,833,1420,1980,2982.5,6050,508.702,657.684,1,17020011,17,1702,170200
NA,0,11/21/2006 0:00:00,17110018000063,NA,medium,0,0,"USGS, Water Resources Division",NA,12052000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12052000,3.52101,0,StreamGage,USGS,"LITTLE QUILCENE RIVER NEAR QUILCENE, WA",53,WA,I,23.7,-122.887387,47.837313,-122.886856,47.837593,50.57,Y,7,0.671,0.053,1,19260901,19571231,2771,2771,4.1,6.3,8.2,12,18,22,24,31,39,47,57,64,73,100,132.4,240.56,692,50.924,48.741,1,17110018,17,1711,171100
NA,0,11/21/2006 0:00:00,17110009000121,NA,medium,0,0,"USGS, Water Resources Division",NA,12134500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12134500,43.350599,0,StreamGage,USGS,"SKYKOMISH RIVER NEAR GOLD BAR, WA",53,WA,A,535,-121.66678,47.837325,-121.667289,47.836956,55.988,Y,75,0.595,0.053,1,19281001,20030930,27393,27393,303,469,661,852.4,1290,1520,1750,2240,2810,3530,4480,5090,5840,8200,10700,18506,88400,3954.273,4002.936,1,17110009,17,1711,171100
NA,0,11/21/2006 0:00:00,17010307000075,NA,medium,0,0,"USGS, Water Resources Division",NA,12433000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12433000,11.085554,0,StreamGage,USGS,"SPOKANE RIVER AT LONG LAKE, WA",53,WA,A,6020,-117.841347,47.836553,-117.841819,47.836906,52.772,Y,64,0.733,0.071,1,19390401,20030930,23559,23559,90,561,1540,2000,2620,2860,3120,3860,4950,6180,8360,10500,12800,18700,22900,31200,47300,7742.445,7096.009,1,17010307,17,1701,170103
NA,0,11/21/2006 0:00:00,17020009001020,NA,medium,0,0,"USGS, Water Resources Division",NA,12451200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12451200,38.322001,0,StreamGage,USGS,"LAKE CHELAN AT PURPLE POINT AT STEHEKIN, WA",53,WA,I,-999999,-120.654265,48.305969,-120.013917,47.835165,70785.079,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17020009,17,1702,170200
NA,0,11/21/2006 0:00:00,17020009001020,NA,medium,0,0,"USGS, Water Resources Division",NA,12452000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12452000,11.564332,0,StreamGage,USGS,"LAKE CHELAN AT CHELAN, WA",53,WA,A,924,-120.061461,47.836246,-120.012872,47.834818,3668.756,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17020009,17,1702,170200
NA,0,11/21/2006 0:00:00,17110011000046,NA,medium,0,0,"USGS, Water Resources Division",NA,12150800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12150800,75.680192,0,StreamGage,USGS,"SNOHOMISH RIVER NEAR MONROE, WA",53,WA,A,1537,-122.048459,47.830932,-122.048057,47.831218,43.798,Y,40,0.615,0.05,1,19630201,20030930,14852,14852,777,1230,1790,2260,3480,4202.5,4980,6260,7590,8990,10800,12000,13500,18200,23900,43200,132000,9522.727,8388.974,1,17110011,17,1711,171100
NA,0,11/21/2006 0:00:00,17110009000103,NA,medium,0,0,"USGS, Water Resources Division",NA,12138500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12138500,63.884561,0,StreamGage,USGS,"MCCOY CREEK NEAR SULTAN, WA",53,WA,I,6.17,-121.829009,47.830378,-121.826889,47.830749,165.081,Y,4,0.5,0.046,1,19460701,19501130,1614,1614,1.4,1.8,2.4,3,4.8,6.5,8.1,14,18,22,29,33,38,61,85,163.6,409,26.848,33.954,1,17110009,17,1711,171100
NA,0,11/21/2006 0:00:00,17010212000611,NA,medium,0,0,"USGS, Water Resources Division",NA,12374250,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12374250,7.456999,0,StreamGage,USGS,Mill Cr ab Bassoo Cr nr Niarada MT,30,MT,A,19.6,-114.69763,47.829664,-114.69786,47.82986,27.792,Y,22,0.762,0.08,1,19820801,20040930,8067,8067,1,1.6,1.8,2,2.3,2.4,2.5,2.8,3.3,4.1,6.4,8.1,11,19,29,57,155,7.849,11.531,1,17010212,17,1701,170102
NA,0,11/21/2006 0:00:00,17110012000120,NA,medium,0,0,"USGS, Water Resources Division",NA,12126800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12126800,33.565433,0,StreamGage,USGS,"SWAMP CREEK NEAR ALDERWOOD MANOR, WA",53,WA,I,9.55,-122.255407,47.825374,-122.255294,47.825351,8.854,Y,2,0.425,0,1,19841001,19860930,730,730,0.98,1,1.2,1.3,1.6,1.8,2.2,4,5.9,7.86,10,11,14,21,31,95.21,276,10.67,19.753,1,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17010307000039,NA,medium,0,0,"USGS, Water Resources Division",NA,12433500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12433500,77.429049,0,StreamGage,USGS,"SPOKANE RIVER BL LITTLE FALLS NEAR LONG LAKE, WA",53,WA,I,6220,-117.941354,47.824884,-117.941177,47.82529,46.797,Y,21,0.763,0.051,1,19131001,19400930,8034,8034,442,1303.5,1880,2100,2360,2460,2560,2810,3250,4680,7985,10300,13000,19100,23200,32465,47200,7324.575,7455.638,1,17010307,17,1701,170103
NA,0,11/21/2006 0:00:00,17020005000031,NA,medium,0,0,"USGS, Water Resources Division",NA,12450660,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12450660,36.945348,0,StreamGage,USGS,"WELLS POWERPLANT TAILWATER NEAR PATEROS, WA",53,WA,A,86100,-119.863674,47.94764,-119.862183,47.947417,114.967,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17020005,17,1702,170200
NA,0,11/21/2006 0:00:00,17020005000200,NA,medium,0,0,"USGS, Water Resources Division",NA,12436000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12436000,99.983379,0,StreamGage,USGS,"FRANKLIN ROOSEVELT LAKE AT GRAND COULEE DAM, WA",53,WA,A,74700,-118.985021,47.95543,-118.98191,47.956286,252.577,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17020005,17,1702,170200
NA,0,11/21/2006 0:00:00,17010305000045,NA,medium,0,0,"USGS, Water Resources Division",NA,12416000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12416000,54.613277,0,StreamGage,USGS,HAYDEN CREEK BL NORTH FORK NR HAYDEN LAKE ID,16,ID,I,22,-116.654597,47.822525,-116.654863,47.822459,21.363,Y,38,0.6,0.088,1,19480401,19970514,13988,13988,1.8,2.8,3.5,4.1,5,5.5,6,7.9,11,18,28,34,42,72,112,221,800,29.171,46.536,1,17010305,17,1701,170103
NA,0,11/21/2006 0:00:00,17010305000043,NA,medium,0,0,"USGS, Water Resources Division",NA,12416500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12416500,13.778163,0,StreamGage,USGS,HAYDEN CREEK NR HAYDEN LAKE ID,16,ID,I,26,-116.690311,47.822225,-116.690417,47.822331,14.248,Y,2,0.615,0.065,1,19460401,19480602,732,732,3.2,3.5,3.865,4.2,5.3,6.6,8.4,15,20,27,36,44.75,52.8,86.7,116,241.35,367,34.716,43.922,1,17010305,17,1701,170103
NA,0,11/21/2006 0:00:00,17010208000602,NA,medium,0,0,"USGS, Water Resources Division",NA,12370900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12370900,2.196192,0,StreamGage,USGS,Teepee Creek near Polson MT,30,MT,I,2.18,-114.024388,47.821449,-114.023476,47.821505,69.09,Y,5,0.702,0.054,1,19821001,19870930,1826,1826,0.31,0.32,0.35,0.41,0.49,0.53,0.57,0.62,0.7,0.85,1.1,1.4,1.5,2.8,4.2,6.8,24,1.237,1.483,1,17010208,17,1701,170102
NA,0,11/21/2006 0:00:00,17110012000116,NA,medium,0,0,"USGS, Water Resources Division",NA,12125900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12125900,24.201344,0,StreamGage,USGS,"NORTH CREEK BELOW PENNY CREEK NEAR BOTHELL, WA",53,WA,I,12,-122.212906,47.820097,-122.212799,47.820224,16.202,Y,2,0.615,0.012,1,19841001,19860930,730,730,5,5.2,6,6.5,7.72,8.5,9.13,12,14,17,20,23,25,37,49.45,107.76,266,19.694,20.888,1,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17110009000298,NA,medium,0,0,"USGS, Water Resources Division",NA,12134000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12134000,66.111837,0,StreamGage,USGS,"NORTH FORK SKYKOMISH RIVER AT INDEX, WA",53,WA,I,146,-121.553997,47.819271,-121.553962,47.819198,8.47,Y,22,0.567,0.058,1,19101001,19480930,8342,8342,78,122.86,175,224,329,378,454,611,825,1060,1400,1590,1840,2650,3367,6168.4,18600,1211.784,1305.827,1,17110009,17,1711,171100
NA,0,11/21/2006 0:00:00,17110012000139,NA,medium,0,0,"USGS, Water Resources Division",NA,12125950,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12125950,35.948427,0,StreamGage,USGS,"NORTH CREEK TRIBUTARY NEAR WOODINVILLE, WA",53,WA,I,4.2,-122.207905,47.81843,-122.207969,47.818443,5.001,Y,2,0.355,0.055,1,19841001,19860930,730,730,0.14,0.15,0.18,0.2,0.282,0.35,0.486,1.1,1.7,2.5,3.5,4.325,5.36,8.4,12,34.38,101,3.744,6.961,1,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17020010000194,NA,medium,0,0,"USGS, Water Resources Division",NA,12452800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12452800,96.307839,0,StreamGage,USGS,"ENTIAT RIVER NEAR ARDENVOIR, WA",53,WA,A,203,-120.423143,47.818461,-120.423294,47.81837,15.141,Y,46,0.739,0.044,1,19570901,20030930,16831,16831,22,46,57,65,80,87,93,111,143,197,294,387,540,1100,1570,2490,5100,375.673,534.575,1,17020010,17,1702,170200
NA,0,11/21/2006 0:00:00,17110018000075,NA,medium,0,0,"USGS, Water Resources Division",NA,12052500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12052500,68.283016,0,StreamGage,USGS,"BIG QUILCENE RIVER NEAR QUILCENE, WA",53,WA,I,66.4,-122.91072,47.810646,-122.910728,47.810668,2.499,Y,1,0.705,-999999,1,19710801,19720814,380,380,25,25,40,53,89.2,102,116.3,149.4,186.5,221.2,257,276.75,296.8,389.6,508.6,738.18,1210,210.761,149.8,1,17110018,17,1711,171100
NA,0,11/21/2006 0:00:00,17020011001639,NA,medium,0,0,"USGS, Water Resources Division",NA,12455000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12455000,14.437285,0,StreamGage,USGS,"WENATCHEE RIVER BELOW WENATCHEE LAKE, WA",53,WA,I,273,-120.723427,47.808177,-120.725411,47.80836,151.069,Y,26,0.745,0.048,1,19320101,19580930,9770,9770,100,160,218,264,334,374,419,519,664,928.6,1400,1760,2170,3470,4444.5,6471.6,13000,1321.393,1451.651,1,17020011,17,1702,170200
NA,0,11/21/2006 0:00:00,17020011001639,NA,medium,0,0,"USGS, Water Resources Division",NA,12454500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12454500,18.918936,0,StreamGage,USGS,"WENATCHEE LAKE NEAR PLAIN, WA",53,WA,I,273,-120.776206,47.830398,-120.728368,47.808182,4363.407,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17020011,17,1702,170200
NA,0,11/21/2006 0:00:00,17110020000241,NA,medium,0,0,"USGS, Water Resources Division",NA,12050500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12050500,22.150288,0,StreamGage,USGS,"SNOW CREEK NEAR MAYNARD, WA",53,WA,I,11.2,-122.88739,47.94009,-122.887474,47.940155,9.515,Y,20,0.535,0.074,1,19520601,19721002,7429,7429,1.1,1.8,2.3,2.7,3.6,4.2,5.1,7.2,10,13,17,20,23,35,50,97.7,500,15.979,21.085,1,17110020,17,1711,171100
NA,0,11/21/2006 0:00:00,17100101000036,NA,medium,0,0,"USGS, Water Resources Division",NA,12041200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12041200,71.093311,0,StreamGage,USGS,"HOH RIVER AT US HIGHWAY 101 NEAR FORKS, WA",53,WA,A,253,-124.251032,47.806747,-124.251197,47.806915,22.332,Y,43,0.564,0.061,1,19601001,20030930,15705,15705,252,468,705.3,876,1140,1250,1370,1590,1810,2100,2500,2760,3138,4650,6700,14294,39000,2539.967,2682.544,1,17100101,17,1710,171001
NA,0,11/21/2006 0:00:00,17100101000061,NA,medium,0,0,"USGS, Water Resources Division",NA,12040900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12040900,28.726756,0,StreamGage,USGS,"SOUTH FORK HOH RIVER NEAR FORKS, WA",53,WA,I,50.4,-123.996583,47.806751,-123.996894,47.806617,27.759,Y,4,0.544,0.045,1,19850712,19890930,1542,1542,61,79.29,118,148,200,224,254.9,313,370,437,529,590,651.4,950,1270,2689.9,9720,506.051,562.459,1,17100101,17,1710,171001
NA,0,11/21/2006 0:00:00,17100101000046,NA,medium,0,0,"USGS, Water Resources Division",NA,12041000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12041000,28.296656,0,StreamGage,USGS,"HOH RIVER NEAR FORKS, WA",53,WA,I,208,-124.106863,47.80536,-124.106641,47.80571,42.118,Y,38,0.608,0.035,1,19260801,19640930,13941,13941,250,492.84,690,820,1010,1110,1190,1360,1560,1792,2100,2300,2566,3590,4960,9200,29100,2023.404,1698.036,1,17100101,17,1710,171001
NA,0,11/21/2006 0:00:00,17110009000130,NA,medium,0,0,"USGS, Water Resources Division",NA,12133000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12133000,33.548374,0,StreamGage,USGS,"SOUTH FORK SKYKOMISH RIVER NEAR INDEX, WA",53,WA,I,355,-121.546774,47.805382,-121.546768,47.805377,0.707,Y,73,0.602,0.051,1,19021001,19820930,26694,26694,190,327.95,425,535,776,909.75,1050,1350,1720,2170,2770,3160,3610,5060,6612.5,11405,42400,2431.679,2430.682,1,17110009,17,1711,171100
NA,0,11/21/2006 0:00:00,17020009000030,NA,medium,0,0,"USGS, Water Resources Division",NA,12452500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12452500,76.632374,0,StreamGage,USGS,"CHELAN RIVER AT CHELAN, WA",53,WA,A,924,-120.013125,47.83458,-119.983225,47.803653,4091.069,Y,99,0.734,0.124,1,19031101,20030930,36494,36491,0,17,244,480,845,1020,1230,1610,1980,2120,2210,2210,2260,3820,5660,8370.5,18400,2047.792,1644.16,1,17020010,17,1702,170200
NA,0,11/21/2006 0:00:00,17110012000140,NA,medium,0,0,"USGS, Water Resources Division",NA,12126900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12126900,2.233409,0,StreamGage,USGS,"SCRIBER CREEK NEAR MOUNTLAKE TERRACE, WA",53,WA,I,6.14,-122.258739,47.799264,-122.258728,47.799224,4.411,Y,2,0.333,0.023,1,19841001,19870324,897,897,0.6,0.72,0.86,0.98,1.4,1.6,2.1,3.4,4.8,6.2,8.36,10,13,25,45,109.02,350,11.005,22.151,1,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17110018000292,NA,medium,0,0,"USGS, Water Resources Division",NA,12069651,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12069651,29.249672,0,StreamGage,USGS,"GAMBLE CREEK NEAR PORT GAMBLE, WA",53,WA,I,5.86,-122.582088,47.798983,-122.582168,47.798961,6.487,Y,1,0.416,-999999,1,19940715,19960531,687,687,0.52,0.539,0.57,0.65,0.94,1.1,1.3,1.8,2.5,3.18,4,4.8,5.94,11,19,37.24,88,4.781,7.55,1,17110018,17,1711,171100
NA,0,11/21/2006 0:00:00,17010209000485,NA,medium,0,0,"USGS, Water Resources Division",NA,12359500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12359500,48.714616,0,StreamGage,USGS,Spotted Bear River near Hungry Horse MT,30,MT,I,184,-113.520365,47.927724,-113.520637,47.928028,39.28,Y,8,0.669,0.074,1,19481001,19560930,2922,2922,22,28,35,42.3,51,55,60,75,93.5,125,199,298,506.2,1290,1888.5,2893.1,4780,380.04,646.113,1,17010209,17,1701,170102
NA,0,11/21/2006 0:00:00,17010212000575,NA,medium,0,0,"USGS, Water Resources Division",NA,12374500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12374500,13.082535,0,StreamGage,USGS,Little Bitterroot near Niarada MT,30,MT,I,223,-114.653741,47.794385,-114.651657,47.79285,231.132,Y,2,0.794,0.065,1,19080418,19170930,883,883,3,4,8,15,18,20,21,24,40,62,94.8,114,131.2,179,221.6,336,412,73.29,73.81,1,17010212,17,1701,170102
NA,0,11/21/2006 0:00:00,17110012000115,NA,medium,0,0,"USGS, Water Resources Division",NA,12126000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12126000,56.382731,0,StreamGage,USGS,"NORTH CREEK NEAR BOTHELL, WA",53,WA,I,24.6,-122.197626,47.791486,-122.1977,47.791366,14.384,Y,28,0.574,0.049,1,19450701,19730712,10239,10239,4.5,5.7,6.6,7.5,9.1,10,11,15,21,30,40,46,54,84,115,202,412,36.206,40.341,1,17110012,17,1711,171100
NA,0,11/21/2006 0:00:00,17110018000083,NA,medium,0,0,"USGS, Water Resources Division",NA,12052200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12052200,1.711273,0,StreamGage,USGS,"BIG QUILCENE RIVER ABOVE DIVERSION NR QUILCENE, WA",53,WA,I,49.4,-122.980721,47.785091,-122.980514,47.785091,15.603,Y,0,0,0,0,19930527,19931115,146,146,33,33.94,38,40.7,49.4,56,63.2,84.8,118,122,129,137,141.6,162.9,172,190.83,196,101.555,45.296,1,17110018,17,1711,171100
NA,0,11/21/2006 0:00:00,17010308000024,NA,medium,0,0,"USGS, Water Resources Division",NA,12431000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12431000,31.756702,0,StreamGage,USGS,"LITTLE SPOKANE RIVER AT DARTFORD, WA",53,WA,A,665,-117.404385,47.784613,-117.404495,47.784843,26.653,Y,60,0.864,0.05,1,19290501,20030930,21976,21976,63,82,107,120,142,152,161,178,202,239.2,309,358,419,605,820,1320,3710,301.242,254.743,1,17010308,17,1701,170103
NA,0,11/21/2006 0:00:00,17110018000081,NA,medium,0,0,"USGS, Water Resources Division",NA,12052210,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12052210,97.935687,0,StreamGage,USGS,"BIG QUILCENE RIVER BELOW DIVERSION NR QUILCENE, WA",53,WA,A,49.4,-122.97961,47.784535,-122.979568,47.784652,13.294,Y,9,0.591,0.09,1,19940121,20030930,3540,3540,19,22,26,28,38,48,61,85,108,131,159,179,204,306,424,899.18,2250,150.134,175.782,1,17110018,17,1711,171100
